epoch,train_loss,train_acc,val_loss,val_acc,lr
1,4.60819560207145,0.014097180563887222,4.5552330709526645,0.012901290129012902,4.537083216937397e-05
2,4.542555077031621,0.022495500899820036,4.487912771761185,0.0288028802880288,6.136313768503117e-05
3,4.492108849901315,0.03929214157168566,4.415829701714068,0.0411041104110411,8.761903325977996e-05
4,4.428120501540561,0.034493101379724056,4.325323083684712,0.05340534053405341,0.00012355095219116808
5,4.358153925874523,0.057588482303539294,4.227732313026224,0.050405040504050404,0.0001683547932037619
6,4.258551725457369,0.0611877624475105,4.093792365114502,0.0696069606960696,0.0002210279150033032
7,4.114364449392912,0.07768446310737852,3.9743815504177675,0.060006000600060005,0.0002803915738521991
8,4.055133298405932,0.07588482303539291,4.031171902285443,0.056105610561056105,0.0003451173020477938
9,3.921305923885261,0.120875824835033,4.228104770773708,0.05910591059105911,0.00041375663699350757
10,3.908104160265359,0.09988002399520096,5.091435891101928,0.0423042304230423,0.00048477353557179544
11,3.8864340989548216,0.1214757048590282,4.087111518006049,0.056105610561056105,0.0005565787484349346
12,3.824085585142798,0.13227354529094182,3.6229032441513196,0.11461146114611462,0.0006275653849696996
13,3.7357561069115524,0.14817036592681462,4.364346015785966,0.0738073807380738,0.0006961448730465217
14,3.706103409273437,0.14187162567486503,3.3577693249061236,0.14431443144314432,0.0007607825088290578
15,3.61915973853264,0.16616676664667065,4.3992410774814665,0.0741074107410741,0.0008200318010939203
16,3.6539929010371783,0.15176964607078583,3.5725109433398172,0.1257125712571257,0.0008725668414873226
17,3.504291557307435,0.21115776844631073,4.216629213160879,0.0786078607860786,0.0009172119763219135
18,3.4383557281883164,0.21835632873425315,3.226296576228973,0.1767176717671767,0.0009529681159044612
19,3.445822285833513,0.21805638872225555,3.0313121722404786,0.21812181218121812,0.0009790350926319551
20,3.3216309033973386,0.27234553089382124,3.6744155762183426,0.12331233123312331,0.0009948295675162018
21,3.232499115611524,0.2555488902219556,3.1889375995094627,0.18991899189918993,0.000999999634157577
22,3.244498463826903,0.26244751049790044,3.2340417902569065,0.20642064206420643,0.000998933582663899
23,3.255618103407212,0.2903419316136773,3.293529864155849,0.1779177917791779,0.000995817314276566
24,3.080152406332088,0.3308338332333533,3.570533982490656,0.1404140414041404,0.000990663634410819
25,3.156062744446121,0.3197360527894421,3.296743125984199,0.1848184818481848,0.0009834937206426874
26,3.0326494170865685,0.34253149370125974,2.8090485413440027,0.279027902790279,0.0009743370356857863
27,3.1263572574734475,0.3395320935812837,2.9066582538685997,0.2559255925592559,0.0009632312063227063
28,2.9972610842630973,0.3290341931613677,2.602364126068674,0.30783078307830786,0.0009502218687884932
29,3.019674326748496,0.37252549490101977,2.9019890091922096,0.28232823282328234,0.0009353624812415691
30,2.7668191100854536,0.3815236952609478,2.7680382887379316,0.29792979297929795,0.000918714104092693
31,2.684503527408456,0.4544091181763647,2.554797971996144,0.33303330333033304,0.0009003451490946353
32,2.601536629081273,0.5107978404319136,2.5835673124483316,0.33543354335433545,0.0008803310982236116
33,2.6161400287824974,0.39652069586082783,2.3012903833260525,0.39033903390339036,0.0008587541935076514
34,2.6132186267214332,0.491001799640072,2.885503216115984,0.26852685268526855,0.0008357030990764641
35,2.6285552937039087,0.5509898020395921,2.606093768060583,0.36183618361836184,0.0008112725368215116
36,2.597028401774708,0.5440911817636472,2.4902163683527623,0.3645364536453645,0.0007855628971634388
37,2.493996442687247,0.526994601079784,2.30270997468609,0.40984098409840986,0.000758679826526301
38,2.318289730029687,0.6052789442111578,2.212441266709679,0.4233423342334233,0.0007307337932137471
39,2.452871947497326,0.4589082183563287,2.126202227509204,0.46324632463246324,0.0007018396334710633
40,2.4256538084758996,0.5611877624475105,2.23717696724659,0.42664266426642666,0.0006721160795984102
41,2.496172986920179,0.5677864427114577,2.2467599922280894,0.429042904290429,0.0006416852720543331
42,2.3961721018680784,0.5710857828434314,2.6084624163710317,0.3645364536453645,0.0006106722575544182
