run_name,best_val_acc,test_acc,test_loss,best_epoch,augmentation,lr,head_lr,wd,dropout,label_smoothing,freeze_backbone,trainable_parameters
resnet18_backbone_1e-4_head_1e-3,0.6156615661566157,0.6192619261926192,1.646158815825125,38,resnet_strong,0.0001,0.001,0.0001,0.5,0.2,False,11227812
resnet18_backbone_1e-4_head_5e-4,0.6045604560456046,0.618061806180618,1.6844007936712861,40,resnet_strong,0.0001,0.0005,0.0001,0.5,0.2,False,11227812
resnet18_backbone_5e-5_head_5e-4,0.5562556255625563,0.5682568256825683,1.887108094621413,35,resnet_strong,5e-05,0.0005,0.0001,0.5,0.2,False,11227812
resnet18_backbone_3e-5_head_3e-4,0.49084908490849083,0.5013501350135013,2.1719003869648135,39,resnet_strong,3e-05,0.0003,0.0001,0.5,0.2,False,11227812
resnet_wd_1e-5,0.23642364236423644,0.25412541254125415,3.475091217160046,36,resnet_strong,0.001,,1e-05,0.5,0.2,True,51300
resnet_wd_5e-4,0.23642364236423644,0.25412541254125415,3.4752145018121197,36,resnet_strong,0.001,,0.0005,0.5,0.2,True,51300
resnet_wd_1e-3,0.23642364236423644,0.25412541254125415,3.475332030654848,36,resnet_strong,0.001,,0.001,0.5,0.2,True,51300
